,Index,Name,Bond length 1,Bond length 2,Bond length 3,Dihedral Angles
0,0 3 16 15,Si O Si O,1.619761942546702,1.6303846897690504,1.5926976151170367,-89.52818557473105
1,0 3 16 30,Si O Si O,1.619761942546702,1.6303846897690504,1.594908519273265,155.48898773180338
2,0 3 16 33,Si O Si O,1.619761942546702,1.6303846897690504,1.6131267912638088,33.856091845356076
3,0 7 127 119,Si O Si O,1.6301185938865639,1.6385892430974696,1.6277105654167185,-158.2846010318973
4,0 7 127 126,Si O Si O,1.6301185938865639,1.6385892430974696,1.6541505563532344,78.39990953755309
5,0 7 127 130,Si O Si O,1.6301185938865639,1.6385892430974696,1.6466811558661798,-37.335550756179025
6,0 11 10 4,Si O Si O,1.6045247361191397,1.607525740317708,1.6301102416524935,26.986180907695573
7,0 11 10 6,Si O Si O,1.6045247361191397,1.607525740317708,1.6129678329727293,-88.41150797246006
8,0 11 10 55,Si O Si O,1.6045247361191397,1.607525740317708,1.6217826344602406,151.3848346898038
9,0 21 53 58,Si O Si O,1.6192453809412082,1.6175447983479396,1.610340919271337,-124.27165916123425
10,0 21 53 84,Si O Si O,1.6192453809412082,1.6175447983479396,1.621747103848639,120.29148647942696
11,0 21 53 130,Si O Si O,1.6192453809412082,1.6175447983479396,1.6374928854970665,-5.860759649000772
12,1 2 9 14,Si O Si O,1.6185801498762606,1.614900456304629,1.5990301853566025,-60.37799094150881
13,1 2 9 23,Si O Si O,1.6185801498762606,1.614900456304629,1.6028584408454287,177.70785927534337
14,1 2 9 26,Si O Si O,1.6185801498762606,1.614900456304629,1.6093133453545276,58.65396822693959
15,1 5 18 25,Si O Si O,1.6182631397549736,1.61146045834392,1.5869945590956127,79.22858338742937
16,1 5 18 32,Si O Si O,1.6182631397549736,1.61146045834392,1.6304063831449789,-39.21461403145711
17,1 5 18 54,Si O Si O,1.6182631397549736,1.61146045834392,1.5909867741879495,-164.18699321373524
18,1 8 20 22,Si O Si O,1.610730570644173,1.6215054064141194,1.610168951922773,92.9695810898614
19,1 8 20 24,Si O Si O,1.610730570644173,1.6215054064141194,1.6389704436939523,-151.15807167324564
20,1 8 20 59,Si O Si O,1.610730570644173,1.6215054064141194,1.6231459304732327,-30.127756961021305
21,1 12 13 6,Si O Si O,1.6238222820274901,1.6226335418633921,1.6107598161333747,100.01053541841345
22,1 12 13 17,Si O Si O,1.6238222820274901,1.6226335418633921,1.592771817559818,-140.56006675672413
23,1 12 13 19,Si O Si O,1.6238222820274901,1.6226335418633921,1.603655361018171,-20.54374420263322
24,2 1 5 18,O Si O Si,1.6185801498762606,1.6182631397549736,1.61146045834392,82.8364245698407
25,2 1 8 20,O Si O Si,1.6185801498762606,1.610730570644173,1.6215054064141194,83.641745682179
26,2 1 12 13,O Si O Si,1.6185801498762606,1.6238222820274901,1.6226335418633921,-116.52062976482388
27,2 9 14 28,O Si O Si,1.614900456304629,1.5990301853566025,1.6006945178804421,132.81023233973067
28,2 9 23 163,O Si O Si,1.614900456304629,1.6028584408454287,1.626178660091305,-81.5282334638576
29,2 9 26 77,O Si O Si,1.614900456304629,1.6093133453545276,1.5884342784084373,35.127754591313256
30,3 0 7 127,O Si O Si,1.619761942546702,1.6301185938865639,1.6385892430974696,154.92529867412284
31,3 0 11 10,O Si O Si,1.619761942546702,1.6045247361191397,1.607525740317708,93.45246250155425
32,3 0 21 53,O Si O Si,1.619761942546702,1.6192453809412082,1.6175447983479396,-135.70271020294936
